command,text_orig,key,is_skippable,fit_mode,time,a,r,g,b,fadetime,block,image,screenadapt,intro,volume,name,name2,focus,options,values,references,crossfade,option_number,index,text,jp_text,jp_name,text_match
predicate,,,,,,,,,,,,,,,,,,,,,1;2;3,,0,457,,,,False
name,事实上与你的类比意外地相似，游击队的战士同样只信任一位指挥官，也只拥护这一位指挥官。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,458,,,,False
name,是的，博士，这支游击队就是另一种意义上的“罗德岛”。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,459,,,,False
name,但他们的领袖？不。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,460,,,,False
name,博士，做好准备，不然你会后悔。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,461,,,,False
name,即使我们的战略目标之一，就是必须通过瓦解中央区的防卫力量来打开通往舰桥与核心城能源区的道路......,,,,,,,,,,,,,,,凯尔希,,,,,,,0,462,,,,False
name,为了你的安全着想，我依然不希望你和阿米娅与他碰面。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,463,,,,False
name,但如果这一切是不可避免的，我就只能再重复一次刚才的话。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,464,,,,False
name,......做好准备，博士。 在面对他之前，做好面对他部队的准备。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,465,,,,False
name,我很少对他人作出忠告，博士。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,466,,,,False
name,那可是“爱国者”，博卓卡斯替。,,,,,,,,,,,,,,,凯尔希,,,,,,,0,467,,,,False
stopmusic,,,,,,,,,,3,,,,,,,,,,,,,0,468,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,0,469,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,0,470,,,,False
blocker,,,,,,1,0,0,0,2,true,,,,,,,,,,,,0,471,,,,False
blocker,,,,,,0,0,0,0,2,true,,,,,,,,,,,,0,472,,,,False
playmusic,,$plot_loop,,,,,,,,,,,,$plot_intro,0.4,,,,,,,,0,473,,,,False
playsound,,$rungeneral,,,,,,,,,,,,,0.9,,,,,,,,0,474,,,,False
character,,,,,,,,,,1,true,,,,,avg_npc_059,,,,,,,0,475,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,0,476,,,,False
name,哈......哈......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,477,,,,False
name,还在......另一个......街区吗？,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,478,,,,False
name,不行......不行！必须......必须告诉爱国者......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,479,,,,False
name,如果塔露拉......塔露拉纵容这些人......就是为了针对游击队......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,480,,,,False
name,那样，那样......游击队会......最后会......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,481,,,,False
name,死在自己人手里......！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,482,,,,False
name,爱国者......爱国者是整合运动唯一清醒的支柱了......！,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,483,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,0,484,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,0,485,,,,False
name,我认为你不能过去。,,,,,,,,,,,,,,,？？？,,,,,,,0,486,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,,,,,,,0,487,,,,False
name,你......,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,488,,,,False
name,萨卡兹人。,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,489,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,0,490,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,0,491,,,,False
playsound,,$d_gen_walk_n,,,,,,,,,,,,,0.9,,,,,,,,0,492,,,,False
character,,,,,,,,,,1,true,,,,,avg_npc_053,,,,,,,0,493,,,,False
delay,,,,,1,,,,,,,,,,,,,,,,,,0,494,,,,False
name,你是哪一支大队的？你去中央区，做什么？,,,,,,,,,,,,,,,萨卡兹雇佣兵,,,,,,,0,495,,,,False
name,都说清楚。,,,,,,,,,,,,,,,萨卡兹雇佣兵,,,,,,,0,496,,,,False
name,哦，或者。你是那个老温迪戈那派的。,,,,,,,,,,,,,,,萨卡兹雇佣兵,,,,,,,0,497,,,,False
character,,,,,,,,,,,,,,,,avg_npc_059,,,,,,,0,498,,,,False
name,你——,,,,,,,,,,,,,,,罗德岛近卫干员？,,,,,,,0,499,,,,False
character,,,,,,,,,,,,,,,,avg_npc_053,,,,,,,0,500,,,,False
name,小猎物自己跑上了门。,,,,,,,,,,,,,,,萨卡兹雇佣兵,,,,,,,0,501,,,,False
name,你知道了什么，懦弱的异族感染者？,,,,,,,,,,,,,,,萨卡兹雇佣兵,,,,,,,0,502,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,0,503,,,,False
blocker,,,,,,,,,,1,true,,,,,,,,,,,,0,504,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,0,505,,,,False
