command,text_orig,key,is_skippable,fit_mode,a,r,g,b,fadetime,block,image,screenadapt,intro,volume,x,y,xScale,yScale,xScaleFrom,yScaleFrom,xScaleTo,yScaleTo,duration,name,options,values,references,time,name2,focus,xstrength,ystrength,vibrato,randomness,fadeout,option_number,index,text,jp_text,jp_name,text_match
decision,对猎人也一样。,,,,,,,,,,,,,,,,,,,,,,,,对猎人也一样。,1,,,,,,,,,,1,348,,,,False
predicate,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,349,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_003_kalts_1,,,,,,,,,,,,0,350,,,,False
name,呵......对。是的。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,351,,,,False
name,随着时间推移，最拙劣的猎人也能分辨出猎物与诱饵的不同。我们要在他们识破我们之前避开他们的视线。,,,,,,,,,,,,,,,,,,,,,,,凯尔希,,,,,,,,,,,,0,352,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,353,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,354,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,355,,,,False
background,,,,,,,,,,,bg_aircraft,coverall,,,,,,,,,,,,,,,,,,,,,,,,0,356,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,357,,,,False
,10:00 a.m.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,358,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,,,,,,,,0,359,,,,False
name,这次作战不需要我们实地降落，对吗教官？,,,,,,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,0,360,,,,False
name,核心城地势不好，看上去整合运动的装备也不差，术师的数量更是不少，降下去估计要费些事儿。,,,,,,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,0,361,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,2,,,,,,0,362,,,,False
name,不需要，只需要摆出一副要登陆的样子，在核心城上空盘旋段时间就行。,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,363,,,,False
name,再说我们没带战术小队，只我们两个下去没什么用。,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,364,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,1,,,,,,0,365,,,,False
name,对啊，我怎么没想到。,,,,,,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,0,366,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,2,,,,,,0,367,,,,False
name,......这种安排怎么会没想到......！,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,368,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,1,,,,,,0,369,,,,False
name,开，开个玩笑，玩笑。教官不要对我这么凶。,,,,,,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,0,370,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,2,,,,,,0,371,,,,False
name,哈......你和“坏家伙”上那个谨小慎微的小伙子比，实在是太大大咧咧了些。,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,372,,,,False
name,半小时左右，没问题吧？,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,373,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,1,,,,,,0,374,,,,False
name,绝对没问题！,,,,,,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,0,375,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,2,,,,,,0,376,,,,False
name,要足够引人注目！虽然废城的整合运动知道我们用过飞行器，但核心城的这些敌人，我们可不知道他们有没有得到消息。,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,377,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,1,,,,,,0,378,,,,False
name,放心，这架“好男孩”号，可比“坏家伙”显眼多了！半小时之内，绝对让他们挪不开视线，教官你就看我的吧！,,,,,,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,0,379,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,2,,,,,,0,380,,,,False
name,还是小心为好，可别被打下来。,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,381,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,1,,,,,,0,382,,,,False
name,大可放宽心啊教官，我带着阿斯卡纶和煌，那么多次低空飞行也从来没被人打下来过！,,,,,,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,0,383,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,2,,,,,,0,384,,,,False
name,......一旦被打下来就没有下一次了啊......,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,385,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,386,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,387,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,388,,,,False
background,,,,,,,,,,,bg_perimeter,coverall,,,,,,,,,,,,,,,,,,,,,,,,0,389,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,390,,,,False
,10:00 am  核心城外围,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,391,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_2,,,,,char_1002_nsabr_2,1,,,,,,0,392,,,,False
name,嗯？,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,0,393,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_2,,,,,char_1002_nsabr_2,2,,,,,,0,394,,,,False
name,天上那个......是什么？,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,0,395,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_2,,,,,char_1002_nsabr_2,1,,,,,,0,396,,,,False
name,居然在天上飞？！是敌人的新武器吗！是哪个国家派来的？别管了，射击，快射击！,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,0,397,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_1002_nsabr_2,,,,,char_1002_nsabr_2,2,,,,,,0,398,,,,False
name,不知道那东西里面装了什么，千万别让它落地！,,,,,,,,,,,,,,,,,,,,,,,整合运动成员,,,,,,,,,,,,0,399,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_1011_wizard_1,,,,,char_1002_nsabr_2,1,,,,,,0,400,,,,False
name,别惊慌！只要它敢下降，我们就能把它炸开！别让它躲到我们看不见的地方就行！,,,,,,,,,,,,,,,,,,,,,,,整合运动术师,,,,,,,,,,,,0,401,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,402,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,403,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,404,,,,False
background,,,,,,,,,,,bg_aircraft,coverall,,,,,,,,,,,,,,,,,,,,,,,,0,405,,,,False
blocker,,,,,0,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,406,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,2,,,,,,0,407,,,,False
name,这艘飞船有什么安全设施？,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,408,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,1,,,,,,0,409,,,,False
name,你恐高吗教官？,,,,,,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,0,410,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,2,,,,,,0,411,,,,False
name,......,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,412,,,,False
name,有一点。,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,413,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,avg_npc_012,,,,,char_130_doberm_ex,1,,,,,,0,414,,,,False
name,不用担心！,,,,,,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,0,415,,,,False
name,一旦出事的话，大家都来不及反应的，要是坠毁了铁定尸体都不剩，大家都一样的啦！,,,,,,,,,,,,,,,,,,,,,,,驾驶员,,,,,,,,,,,,0,416,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_130_doberm_ex,,,,,,,,,,,,0,417,,,,False
camerashake,,,,,,,,,,false,,,,,,,,,,,,,0.4,,,,,,,,0,8,30,30,true,0,418,,,,False
name,我能不担心吗？！,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,419,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,420,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,421,,,,False
blocker,,,,,1,0,0,0,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,422,,,,False
playsound,,$d_gen_transmissionget,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,0,423,,,,False
name,阿米娅，我们已经成功吸引了敌人的注意力，让他们认为我们准备从空中降落，你们立刻开始行动！,,,,,,,,,,,,,,,,,,,,,,,杜宾,,,,,,,,,,,,0,424,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,425,,,,False
background,,,,,,,,,,,bg_laccolith,coverall,,,,,,,,,,,,,,,,,,,,,,,,0,426,,,,False
blocker,,,,,0,0,0,0,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,427,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_148_nearl_1#3,,,,,,,,,,,,0,428,,,,False
name,作战干员，注意！有稀散的敌人正在向我们的方向靠近，很可能是敌城市的先遣侦察部队！,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,429,,,,False
name,装置正在运转中，不能让他们干扰到我们的计划。守林人小姐，掩护我！,,,,,,,,,,,,,,,,,,,,,,,临光,,,,,,,,,,,,0,430,,,,False
character,,,,,,,,,,,,,,,,,,,,,,,,char_158_milu,,,,,,,,,,,,0,431,,,,False
name,知道！,,,,,,,,,,,,,,,,,,,,,,,守林人,,,,,,,,,,,,0,432,,,,False
dialog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,433,,,,False
blocker,,,,,,,,,2,true,,,,,,,,,,,,,,,,,,,,,,,,,,0,434,,,,False
image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,435,,,,False
